"ID";"type";"reactionTime";"startTimeOfStimulus";"deg";"modelNumber";"relativeResistance"
"id11";"hit";1694;0.0775715191820057;-0.165094506270977;"m2";0.154555141814983
"id11";"hit";1514;0.369332631437912;0.168238827062356;"m3";0.154555141814983
"id11";"hit";3691;0.0412680488369107;0.50157216039569;"m12";0.154555141814983
"id11";"hit";1299;0.0666683567194304;-0.49842783960431;"m3";0.154555141814983
"id11";"hit";2780;0.407230060497658;0.168238827062356;"m2";0.154555141814983
"id11";"hit";4236;0.427109089334371;-0.165094506270977;"m16";0.154555141814983
"id11";"incorrect";2018;0.381538839998016;-0.49842783960431;"m16";0.154555141814983
"id11";"hit";1221;0.396799631037907;-0.49842783960431;"m14";0.154555141814983
"id11";"hit";2308;-0.43592561411658;0.168238827062356;"m13";0.154555141814983
"id11";"incorrect";4069;0.455812467557138;-0.165094506270977;"m3";0.154555141814983
"id11";"hit";2733;0.483503712299498;-0.165094506270977;"m7";0.154555141814983
"id11";"hit";3803;0.0908686500563193;-0.165094506270977;"m5";0.154555141814983
"id11";"hit";2403;0.116947754045459;-0.165094506270977;"m12";0.154555141814983
"id11";"hit";2036;0.193603228657272;-0.165094506270977;"m5";0.154555141814983
"id11";"hit";2426;-0.418907226014906;0.168238827062356;"m8";0.154555141814983
"id11";"hit";1476;-0.467592664626283;0.168238827062356;"m13";0.395371468345596
"id11";"hit";2666;-0.48678077599733;-0.165094506270977;"m6";0.395371468345596
"id11";"hit";1764;-0.455616761888068;0.168238827062356;"m3";0.395371468345596
"id11";"hit";1812;-0.426816412792927;-0.49842783960431;"m13";0.395371468345596
"id11";"hit";2093;0.246694781282152;-0.49842783960431;"m15";0.395371468345596
"id11";"hit";2048;0.262410123286298;-0.165094506270977;"m8";0.395371468345596
"id11";"hit";2070;-0.391937202135828;0.168238827062356;"m4";0.395371468345596
"id11";"hit";2344;-0.376361255760721;-0.165094506270977;"m6";0.395371468345596
"id11";"hit";2227;-0.359124683196205;-0.49842783960431;"m8";0.395371468345596
"id11";"hit";4809;-0.321215132777412;0.168238827062356;"m16";0.395371468345596
"id11";"hit";3210;-0.289038985187744;0.50157216039569;"m6";0.395371468345596
"id11";"hit";1948;-0.266553864155974;0.50157216039569;"m4";0.395371468345596
"id11";"incorrect";1988;-0.441895383447117;0.50157216039569;"m5";0.395371468345596
"id11";"hit";1215;0.277852734711891;-0.165094506270977;"m14";0.395371468345596
"id11";"hit";3691;0.288246800094502;0.168238827062356;"m14";0.395371468345596
"id11";"incorrect";2943;-0.412804121734854;-0.165094506270977;"m8";0.395371468345596
"id11";"hit";1054;-0.25171732068272;0.168238827062356;"m13";0.395371468345596
"id11";"incorrect";3876;0.344538391507731;-0.49842783960431;"m7";0.395371468345596
"id11";"incorrect";3653;-0.163195035564112;0.168238827062356;"m16";0.395371468345596
"id11";"hit";2219;-0.138025033503481;0.168238827062356;"m8";0.395371468345596
"id11";"incorrect";3971;-0.121546045879389;0.50157216039569;"m8";0.395371468345596
"id11";"hit";3028;-0.342597210135925;-0.165094506270977;"m5";0.395371468345596
"id11";"hit";2972;-0.0742303208402976;-0.49842783960431;"m14";0.395371468345596
"id11";"hit";3052;-0.0531876415350939;-0.165094506270977;"m13";0.395371468345596
"id11";"hit";2728;-0.0316601078680191;-0.49842783960431;"m15";0.395371468345596
"id11";"incorrect";2930;-0.0120962343665221;0.168238827062356;"m15";0.395371468345596
"id11";"hit";1490;0.00869189639869927;-0.165094506270977;"m14";0.395371468345596
"id11";"incorrect";2868;0.0207526486502417;0.50157216039569;"m3";0.395371468345596
"id11";"hit";1702;0.313647107977021;0.50157216039569;"m12";0.395371468345596
"id11";"hit";2395;0.326992724287522;0.50157216039569;"m15";0.395371468345596
"id11";"incorrect";3877;0.102305152316953;-0.165094506270977;"m5";0.395371468345596
"id11";"incorrect";4044;0.128832746590823;0.50157216039569;"m5";0.395371468345596
"id11";"hit";2267;0.156372474345099;-0.49842783960431;"m5";0.395371468345596
"id11";"hit";1972;0.173142374586314;0.50157216039569;"m13";0.395371468345596
"id11";"hit";2500;0.188124374368129;-0.49842783960431;"m6";0.395371468345596
"id11";"hit";2716;0.206306412938294;0.50157216039569;"m15";0.395371468345596
"id11";"hit";1301;0.22579755828551;-0.49842783960431;"m8";0.395371468345596
"id11";"hit";1147;0.236712842107132;-0.165094506270977;"m2";0.395371468345596
"id11";"hit";1140;0.474576331361547;0.168238827062356;"m8";0.395371468345596
"id11";"hit";883;0.484515845779904;0.168238827062356;"m13";0.395371468345596
"id11";"incorrect";2853;0.49289776556075;0.50157216039569;"m15";0.395371468345596
"id11";"hit";4655;0.51321922400267;0.50157216039569;"m14";0.395371468345596
"id11";"hit";2221;-0.225123058934093;0.168238827062356;"m15";0.395371468345596
"id11";"hit";2852;-0.208631949950953;0.50157216039569;"m2";0.395371468345596
"id11";"hit";3645;-0.188316552188556;0.50157216039569;"m7";0.395371468345596
"id11";"hit";1036;0.371059925102077;-0.165094506270977;"m7";0.395371468345596
"id11";"hit";2142;0.380369128850002;-0.49842783960431;"m6";0.395371468345596
"id11";"hit";2323;0.396387504830317;0.168238827062356;"m3";0.395371468345596
"id11";"hit";2187;0.413496803124841;-0.165094506270977;"m6";0.395371468345596
"id11";"incorrect";4505;0.429781849004185;-0.49842783960431;"m15";0.395371468345596
"id11";"incorrect";1886;0.460115550018743;0.168238827062356;"m6";0.395371468345596
"id11";"incorrect";2483;0.0632743761863331;0.168238827062356;"m14";0.395371468345596
"id11";"incorrect";2957;0.0813533832045999;-0.165094506270977;"m13";0.395371468345596
"id11";"hit";3148;0.041165017285013;-0.165094506270977;"m16";0.395371468345596
"id11";"hit";2836;-0.0944487477303205;-0.49842783960431;"m5";0.395371468345596
"id11";"hit";2334;-0.242299024703375;-0.49842783960431;"m16";0.395371468345596
"id41";"hit";4933;0.109493118231691;0.50157216039569;"m5";-0.327077511246241
"id41";"hit";5579;0.157166423362662;0.50157216039569;"m7";-0.327077511246241
"id41";"hit";6667;0.194009294185339;0.168238827062356;"m12";-0.327077511246241
"id41";"hit";2644;-0.377197629534948;0.50157216039569;"m8";-0.327077511246241
"id41";"hit";1933;0.142420790082259;-0.165094506270977;"m13";-0.327077511246241
"id41";"hit";2707;0.272367819743225;0.168238827062356;"m15";-0.327077511246241
"id41";"hit";1813;-0.391215981272545;0.168238827062356;"m4";-0.327077511246241
"id41";"hit";2735;-0.279560082413165;-0.165094506270977;"m15";-0.327077511246241
"id41";"hit";3748;-0.358142853113416;0.50157216039569;"m14";-0.327077511246241
"id41";"hit";4388;-0.332397086498063;0.50157216039569;"m15";-0.327077511246241
"id41";"hit";2878;-0.219874510466838;0.168238827062356;"m2";-0.327077511246241
"id41";"hit";2475;-0.199401535036833;-0.165094506270977;"m3";-0.327077511246241
"id41";"hit";2179;-0.259953784155004;-0.165094506270977;"m6";-0.327077511246241
"id41";"hit";3434;-0.243717223711848;0.168238827062356;"m4";-0.327077511246241
"id41";"hit";2754;-0.140588700941875;-0.165094506270977;"m3";-0.327077511246241
"id41";"hit";3405;-0.120867249772769;-0.165094506270977;"m8";-0.327077511246241
"id41";"hit";2580;-0.0972002962339387;0.50157216039569;"m13";-0.327077511246241
"id41";"hit";3222;-0.0785334033019032;-0.165094506270977;"m12";-0.327077511246241
"id41";"hit";8906;-0.0559755541158524;0.50157216039569;"m16";-0.327077511246241
"id41";"hit";6013;0.00103119748113661;-0.49842783960431;"m12";-0.327077511246241
"id41";"hit";3915;0.0405044032169637;0.168238827062356;"m8";-0.327077511246241
"id41";"hit";2957;0.0672623033127225;0.50157216039569;"m14";-0.327077511246241
"id41";"hit";3011;0.0882140724250753;-0.49842783960431;"m16";-0.327077511246241
"id41";"hit";2493;0.431975814991652;0.50157216039569;"m16";-0.327077511246241
"id41";"hit";2419;0.450115428805153;-0.165094506270977;"m5";-0.327077511246241
"id41";"hit";2924;0.237446184329462;-0.165094506270977;"m13";-0.327077511246241
"id41";"hit";1838;0.258197951017543;-0.49842783960431;"m3";-0.327077511246241
"id41";"hit";4380;-0.464235048170326;0.168238827062356;"m8";-0.327077511246241
"id41";"hit";3638;-0.434658932096192;-0.165094506270977;"m6";-0.327077511246241
"id41";"hit";2060;0.29180441897473;-0.49842783960431;"m6";-0.327077511246241
"id41";"hit";4841;0.307319758554604;-0.165094506270977;"m4";-0.327077511246241
"id41";"hit";3464;0.33968984788902;-0.165094506270977;"m14";-0.327077511246241
"id41";"hit";2835;0.363714381519731;-0.165094506270977;"m13";-0.327077511246241
"id41";"hit";2216;0.383926747730231;0.168238827062356;"m13";-0.327077511246241
"id41";"hit";2177;0.400387553315753;-0.49842783960431;"m7";-0.327077511246241
"id41";"hit";2035;0.416611992399863;-0.49842783960431;"m5";-0.327077511246241
"id41";"hit";2316;-0.181371013454753;0.50157216039569;"m2";-0.327077511246241
"id41";"hit";3413;-0.164304139916892;0.168238827062356;"m3";-0.327077511246241
"id41";"hit";2530;-0.409579840228411;0.50157216039569;"m4";-0.327077511246241
"id41";"hit";3845;0.49767358102518;-0.49842783960431;"m6";-0.327077511246241
"id41";"hit";4428;0.467806552333923;0.50157216039569;"m15";-0.327077511246241
"id41";"hit";3220;-0.48678077599733;0.168238827062356;"m2";-0.327077511246241
"id41";"hit";3329;-0.302766424308218;0.50157216039569;"m6";-0.327077511246241
"id41";"hit";3792;-0.381209799379431;0.50157216039569;"m13";-0.0862611847156288
"id41";"hit";4546;0.033389165456506;-0.49842783960431;"m16";-0.0862611847156288
"id41";"hit";2420;0.0639713543315227;0.50157216039569;"m13";-0.0862611847156288
"id41";"hit";1626;0.0816685385398161;-0.49842783960431;"m2";-0.0862611847156288
"id41";"hit";4253;-0.277420662541409;-0.165094506270977;"m4";-0.0862611847156288
"id41";"hit";3104;-0.355197362865049;0.50157216039569;"m4";-0.0862611847156288
"id41";"hit";4658;-0.333354673862758;0.168238827062356;"m14";-0.0862611847156288
"id41";"hit";1392;-0.194122683171962;-0.49842783960431;"m14";-0.0862611847156288
"id41";"hit";3632;-0.182655877513712;0.50157216039569;"m7";-0.0862611847156288
"id41";"hit";2708;-0.248614252766745;-0.165094506270977;"m15";-0.0862611847156288
"id41";"hit";5283;-0.229171592855716;-0.49842783960431;"m13";-0.0862611847156288
"id41";"hit";3190;0.126741812155254;0.168238827062356;"m5";-0.0862611847156288
"id41";"hit";3151;-0.121697562867474;0.50157216039569;"m15";-0.0862611847156288
"id41";"hit";2524;-0.0995700219275835;0.50157216039569;"m3";-0.0862611847156288
"id41";"hit";5099;-0.0812425270488576;-0.165094506270977;"m16";-0.0862611847156288
"id41";"hit";2556;-0.0473087823974073;0.50157216039569;"m15";-0.0862611847156288
"id41";"hit";1827;-0.0287873457739331;-0.165094506270977;"m14";-0.0862611847156288
"id41";"hit";2499;-0.0146841445230089;-0.165094506270977;"m7";-0.0862611847156288
"id41";"hit";1959;0.0034918333676322;-0.49842783960431;"m5";-0.0862611847156288
"id41";"incorrect";1974;0.0183950443156437;0.168238827062356;"m2";-0.0862611847156288
"id41";"hit";1915;0.333023100413293;0.168238827062356;"m8";-0.0862611847156288
"id41";"hit";2530;0.347665702141799;0.50157216039569;"m16";-0.0862611847156288
"id41";"hit";1527;0.0945535432065394;-0.49842783960431;"m2";-0.0862611847156288
"id41";"hit";2783;0.106844601279971;0.50157216039569;"m4";-0.0862611847156288
"id41";"hit";6747;-0.48678077599733;0.168238827062356;"m7";-0.0862611847156288
"id41";"hit";2530;-0.442859031491336;-0.49842783960431;"m13";-0.0862611847156288
"id41";"hit";6642;-0.42449517253547;0.50157216039569;"m2";-0.0862611847156288
"id41";"hit";3421;0.149105719596556;0.168238827062356;"m2";-0.0862611847156288
"id41";"hit";3723;0.172869644007761;-0.165094506270977;"m15";-0.0862611847156288
"id41";"hit";3166;0.198463893635029;-0.165094506270977;"m4";-0.0862611847156288
"id41";"hit";3228;0.220688405447294;0.168238827062356;"m12";-0.0862611847156288
"id41";"hit";4410;0.243288679390008;-0.49842783960431;"m15";-0.0862611847156288
"id41";"hit";9396;0.273046615849844;0.50157216039569;"m8";-0.0862611847156288
"id41";"hit";2524;-0.157613149723072;-0.49842783960431;"m12";-0.0862611847156288
"id41";"hit";2402;-0.139285654844346;0.168238827062356;"m16";-0.0862611847156288
"id41";"hit";6685;0.387029815646205;0.168238827062356;"m13";-0.0862611847156288
"id41";"hit";3469;0.430575798021749;0.50157216039569;"m14";-0.0862611847156288
"id41";"hit";3571;-0.302093688881122;-0.165094506270977;"m15";-0.0862611847156288
"id41";"hit";2965;0.366029561097665;-0.165094506270977;"m14";-0.0862611847156288
"id41";"hit";3702;0.0698259707511157;-0.165094506270977;"m15";0.154555141814983
"id41";"incorrect";3182;0.114541664274674;-0.49842783960431;"m16";0.154555141814983
"id41";"hit";2754;0.0501045195820106;0.50157216039569;"m3";0.154555141814983
"id41";"hit";2802;-0.462816849161853;0.168238827062356;"m16";0.154555141814983
"id41";"hit";3453;-0.48678077599733;-0.165094506270977;"m4";0.154555141814983
"id41";"hit";2807;-0.336730472357286;0.168238827062356;"m8";0.154555141814983
"id41";"hit";2676;0.0952929461083927;0.168238827062356;"m12";0.154555141814983
"id41";"hit";2750;-0.299342140377504;0.168238827062356;"m2";0.154555141814983
"id41";"hit";3890;-0.36333685546496;0.50157216039569;"m15";0.154555141814983
"id41";"hit";2123;0.136857086279789;-0.49842783960431;"m16";0.154555141814983
"id41";"hit";2361;-0.316681744493918;-0.49842783960431;"m3";0.154555141814983
"id41";"hit";1997;0.170342340646508;0.168238827062356;"m3";0.154555141814983
"id41";"hit";4435;-0.279644931926493;-0.165094506270977;"m5";0.154555141814983
"id41";"hit";4912;-0.135073482575591;0.168238827062356;"m6";0.154555141814983
"id41";"hit";3640;-0.102267024315491;-0.165094506270977;"m8";0.154555141814983
"id41";"hit";3291;-0.00352643352045129;0.168238827062356;"m14";0.154555141814983
"id41";"hit";1901;0.0194496025527133;-0.49842783960431;"m6";0.154555141814983
"id41";"hit";2156;0.0340012940883682;-0.165094506270977;"m6";0.154555141814983
"id41";"hit";3227;0.304707605680024;0.168238827062356;"m3";0.154555141814983
"id41";"hit";2516;0.327295758263692;-0.165094506270977;"m3";0.154555141814983
"id41";"incorrect";2307;0.34557476770623;-0.49842783960431;"m12";0.154555141814983
"id41";"hit";2301;0.362587095128381;-0.49842783960431;"m4";0.154555141814983
"id41";"hit";2402;0.152754248669636;-0.49842783960431;"m15";0.154555141814983
"id41";"hit";1707;-0.168710253930396;-0.49842783960431;"m4";0.154555141814983
"id41";"hit";2843;-0.155334334222278;0.50157216039569;"m3";0.154555141814983
"id41";"hit";1595;0.185475857416409;-0.165094506270977;"m7";0.154555141814983
"id41";"hit";2133;0.198172981017907;0.168238827062356;"m13";0.154555141814983
"id41";"hit";2477;0.214130750202988;0.168238827062356;"m15";0.154555141814983
"id41";"hit";5475;0.232173393144114;-0.49842783960431;"m5";0.154555141814983
"id41";"hit";2956;0.268385953296359;-0.49842783960431;"m15";0.154555141814983
"id41";"hit";2037;0.289331661729188;0.168238827062356;"m5";0.154555141814983
"id41";"hit";3129;-0.206510712117768;0.50157216039569;"m14";0.154555141814983
"id41";"hit";2108;-0.184516506127392;-0.49842783960431;"m8";0.154555141814983
"id41";"hit";9222;0.409466451241788;-0.165094506270977;"m16";0.154555141814983
"id41";"hit";4082;0.512376789548919;0.168238827062356;"m6";0.154555141814983
"id41";"hit";3544;0.487867401556338;0.168238827062356;"m16";0.154555141814983
"id41";"incorrect";4433;0.379569119152915;0.168238827062356;"m8";0.154555141814983
"id41";"hit";2285;-0.442804485375625;-0.49842783960431;"m8";0.154555141814983
"id41";"hit";2714;0.468388377568168;-0.49842783960431;"m6";0.154555141814983
"id41";"hit";2125;-0.222426056546185;-0.165094506270977;"m16";0.154555141814983
"id41";"hit";4006;-0.249735478478572;0.50157216039569;"m16";0.154555141814983
"id41";"hit";4484;0.0120010274184692;0.50157216039569;"m15";0.395371468345596
"id41";"hit";1588;0.454763969999591;-0.49842783960431;"m16";0.395371468345596
"id41";"hit";2929;0.0422074541630358;0.168238827062356;"m7";0.395371468345596
"id41";"hit";2590;-0.00672647230880019;-0.165094506270977;"m16";0.395371468345596
"id41";"hit";2033;-0.300075482599834;0.50157216039569;"m2";0.395371468345596
"id41";"hit";1772;0.467418668844426;0.168238827062356;"m6";0.395371468345596
"id41";"hit";3254;0.505334279942742;0.168238827062356;"m16";0.395371468345596
"id41";"hit";2085;0.0797715458489957;0.168238827062356;"m4";0.395371468345596
"id41";"hit";2632;-0.284723781367092;-0.165094506270977;"m7";0.395371468345596
"id41";"hit";2269;0.0629895242487338;-0.165094506270977;"m13";0.395371468345596
"id41";"hit";3653;-0.243820255263745;0.50157216039569;"m4";0.395371468345596
"id41";"hit";1533;0.442442608528543;-0.165094506270977;"m14";0.395371468345596
