"ID";"step";"correct";"orientation";"response";"startTimeOfStimulus";"startTimeOfSubBlock";"time_Stimulus";"deg";"reactionTime";"outlier";"type";"typeOutlier";"correctSide";"modelNumber";"originalDegrees";"direction";"outlierPhys";"relativeResistance"
"id14";1;1;"a";"right";9159;1076998;1086161;135;5843;FALSE;"hit";"hit";"right";"m7";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";15502;1076998;1092511;45;2557;FALSE;"hit";"hit";"left";"m7";45;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";24582;1076998;1101584;135;4004;FALSE;"hit";"hit";"right";"m8";135;"+";"noOutlier";0.571428571428571
"id14";1;0;"a";"left";29086;1076998;1106087;45;5595;FALSE;"incorrect";"incorrect";"right";"m2";315;"-";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";18559;1076998;1095567;135;2436;FALSE;"hit";"hit";"right";"m14";225;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";69644;1076998;1146645;180;6303;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";41008;1076998;1118009;90;1755;FALSE;"hit";"hit";"left";"m2";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";35181;1076998;1112183;90;1989;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";0.571428571428571
"id14";1;0;"a";"left";21495;1076998;1098503;180;2587;FALSE;"incorrect";"incorrect";"right";"m8";180;"0";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";0;1076998;1077002;135;2881;FALSE;"hit";"hit";"right";"m5";135;"+";"noOutlier";0.571428571428571
"id14";1;0;"b";"right";3381;1076998;1080382;90;5278;FALSE;"incorrect";"incorrect";"left";"m16";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";129359;1076998;1206367;90;3660;FALSE;"hit";"hit";"left";"m13";270;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";37670;1076998;1114677;45;2838;FALSE;"hit";"hit";"left";"m14";45;"+";"noOutlier";0.571428571428571
"id14";1;0;"b";"left";139823;1076998;1216826;90;3658;FALSE;"incorrect";"incorrect";"right";"m15";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";143981;1076998;1220982;45;2877;FALSE;"hit";"hit";"right";"m16";45;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";147358;1076998;1224362;90;6361;FALSE;"hit";"hit";"left";"m16";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";137358;1076998;1214359;135;1965;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";161311;1076998;1238314;135;3578;FALSE;"hit";"hit";"right";"m16";225;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";106566;1076998;1183573;45;2166;FALSE;"hit";"hit";"right";"m13";45;"+";"noOutlier";0.571428571428571
"id14";1;0;"a";"right";76447;1076998;1153455;135;4028;FALSE;"incorrect";"incorrect";"left";"m2";225;"-";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";154219;1076998;1231227;90;6592;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";84647;1076998;1161653;135;2446;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";117624;1076998;1194633;45;4762;FALSE;"hit";"hit";"left";"m14";45;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";122886;1076998;1199887;90;2827;FALSE;"hit";"hit";"left";"m12";270;"-";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";126213;1076998;1203214;90;2646;FALSE;"hit";"hit";"left";"m3";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";48055;1076998;1125064;180;2756;FALSE;"hit";"hit";"left";"m13";180;"0";"noOutlier";0.571428571428571
"id14";1;0;"a";"right";87593;1076998;1164596;135;6216;FALSE;"incorrect";"incorrect";"left";"m15";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";94309;1076998;1171311;180;2212;FALSE;"hit";"hit";"right";"m3";180;"0";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";97021;1076998;1174029;135;3605;FALSE;"hit";"hit";"right";"m4";225;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";101126;1076998;1178133;90;2575;FALSE;"hit";"hit";"right";"m8";270;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";104201;1076998;1181210;90;1865;FALSE;"hit";"hit";"right";"m14";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";66398;1076998;1143401;45;2746;FALSE;"hit";"hit";"left";"m7";45;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";109232;1076998;1186233;45;1618;FALSE;"hit";"hit";"left";"m8";315;"-";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";111350;1076998;1188359;135;3373;FALSE;"hit";"hit";"left";"m15";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"right";115223;1076998;1192231;135;1901;FALSE;"hit";"hit";"right";"m13";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";51311;1076998;1128315;90;2024;FALSE;"hit";"hit";"left";"m2";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";43263;1076998;1120265;90;2114;FALSE;"hit";"hit";"right";"m6";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"left";45877;1076998;1122878;180;1678;FALSE;"hit";"hit";"left";"m2";180;"0";"noOutlier";0.571428571428571
"id14";1;0;"a";"left";133519;1076998;1210521;180;3339;FALSE;"incorrect";"incorrect";"right";"m15";180;"0";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";63512;1076998;1140513;135;2386;FALSE;"hit";"hit";"right";"m5";135;"+";"noOutlier";0.571428571428571
"id14";1;1;"b";"right";53835;1076998;1130839;45;2261;FALSE;"hit";"hit";"right";"m5";315;"-";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";56596;1076998;1133597;90;2326;FALSE;"hit";"hit";"left";"m6";90;"+";"noOutlier";0.571428571428571
"id14";1;1;"a";"left";80975;1076998;1157976;45;3172;FALSE;"hit";"hit";"left";"m4";315;"-";"noOutlier";0.571428571428571
"id14";1;0;"b";"left";59422;1076998;1136430;180;3590;FALSE;"incorrect";"incorrect";"right";"m6";180;"0";"noOutlier";0.571428571428571
"id14";2;0;"b";"left";84310;1256998;1341318;135;4637;FALSE;"incorrect";"incorrect";"right";"m7";135;"+";"noOutlier";0.714285714285714
"id14";2;0;"a";"left";159874;1256998;1416875;180;6384;FALSE;"incorrect";"incorrect";"right";"m15";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";6724;1256998;1263726;90;4021;FALSE;"hit";"hit";"left";"m15";90;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";56062;1256998;1313067;135;5313;FALSE;"hit";"hit";"left";"m15";135;"+";"noOutlier";0.714285714285714
"id14";2;0;"a";"right";15839;1256998;1272847;135;3331;FALSE;"incorrect";"incorrect";"left";"m12";225;"-";"noOutlier";0.714285714285714
"id14";2;0;"a";"left";74380;1256998;1331381;45;4030;FALSE;"incorrect";"incorrect";"right";"m16";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";78910;1256998;1335911;135;4900;FALSE;"hit";"hit";"right";"m16";225;"-";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";70662;1256998;1327665;135;3218;FALSE;"hit";"hit";"right";"m6";225;"-";"noOutlier";0.714285714285714
"id14";2;0;"a";"left";139984;1256998;1396992;90;4587;FALSE;"incorrect";"incorrect";"right";"m7";270;"-";"noOutlier";0.714285714285714
"id14";2;0;"b";"left";145071;1256998;1402073;45;1883;FALSE;"incorrect";"incorrect";"right";"m14";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";147454;1256998;1404463;180;2124;FALSE;"hit";"hit";"right";"m2";180;"0";"noOutlier";0.714285714285714
"id14";2;0;"b";"left";137936;1256998;1394944;135;1548;FALSE;"incorrect";"incorrect";"right";"m14";225;"-";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";154006;1256998;1411013;135;3294;FALSE;"hit";"hit";"right";"m15";135;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";157800;1256998;1414806;135;1574;FALSE;"hit";"hit";"left";"m7";135;"+";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";53519;1256998;1310520;135;2043;FALSE;"hit";"hit";"right";"m2";225;"-";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";111950;1256998;1368951;45;2804;FALSE;"hit";"hit";"left";"m12";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";11245;1256998;1268254;180;4094;FALSE;"hit";"hit";"left";"m5";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";67823;1256998;1324832;45;2339;FALSE;"hit";"hit";"right";"m5";315;"-";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";121999;1256998;1379002;180;2137;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"b";"left";124636;1256998;1381644;180;2623;FALSE;"hit";"hit";"left";"m8";180;"0";"noOutlier";0.714285714285714
"id14";2;0;"a";"left";127759;1256998;1384767;90;2011;FALSE;"incorrect";"incorrect";"right";"m7";270;"-";"noOutlier";0.714285714285714
"id14";2;0;"b";"left";130270;1256998;1387276;45;5071;FALSE;"incorrect";"incorrect";"right";"m16";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";89447;1256998;1346451;90;3377;FALSE;"hit";"hit";"right";"m8";270;"-";"noOutlier";0.714285714285714
"id14";2;0;"b";"right";93324;1256998;1350325;90;4575;FALSE;"incorrect";"incorrect";"left";"m15";90;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";98399;1256998;1355402;135;1985;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";100884;1256998;1357893;180;3534;FALSE;"hit";"hit";"right";"m14";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"b";"left";104918;1256998;1361919;180;1957;FALSE;"hit";"hit";"left";"m16";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";107375;1256998;1364376;90;4075;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.714285714285714
"id14";2;1;"b";"left";19670;1256998;1276671;135;3588;FALSE;"hit";"hit";"left";"m5";135;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";115254;1256998;1372263;90;3932;FALSE;"hit";"hit";"left";"m6";90;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";119686;1256998;1376687;45;1813;FALSE;"hit";"hit";"left";"m3";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";64758;1256998;1321767;180;2565;FALSE;"hit";"hit";"left";"m13";180;"0";"noOutlier";0.714285714285714
"id14";2;0;"b";"right";34374;1256998;1291376;45;2587;FALSE;"incorrect";"incorrect";"left";"m12";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";23758;1256998;1280760;45;2044;FALSE;"hit";"hit";"right";"m8";315;"-";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";26302;1256998;1283303;90;4100;FALSE;"hit";"hit";"left";"m8";270;"-";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";135841;1256998;1392849;45;1595;FALSE;"hit";"hit";"right";"m13";45;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"right";50303;1256998;1307304;180;2716;FALSE;"hit";"hit";"right";"m2";180;"0";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";37461;1256998;1294470;180;3374;FALSE;"hit";"hit";"right";"m8";180;"0";"noOutlier";0.714285714285714
"id14";2;0;"b";"left";150078;1256998;1407079;135;3428;FALSE;"incorrect";"incorrect";"right";"m7";135;"+";"noOutlier";0.714285714285714
"id14";2;1;"a";"left";46784;1256998;1303792;135;3019;FALSE;"hit";"hit";"left";"m7";135;"+";"noOutlier";0.714285714285714
"id14";2;0;"b";"right";30902;1256998;1287911;45;2972;FALSE;"incorrect";"incorrect";"left";"m8";315;"-";"noOutlier";0.714285714285714
"id14";2;1;"b";"left";61875;1256998;1318876;90;2383;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";0.714285714285714
"id14";2;1;"b";"right";41335;1256998;1298343;45;4949;FALSE;"hit";"hit";"right";"m6";45;"+";"noOutlier";0.714285714285714
"id14";3;1;"b";"left";117374;1436998;1554384;90;3163;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";0;1436998;1437001;90;2450;FALSE;"hit";"hit";"right";"m13";270;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";121037;1436998;1558044;90;3935;FALSE;"hit";"hit";"right";"m4";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";49526;1436998;1486533;45;2199;FALSE;"hit";"hit";"right";"m2";315;"-";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";52225;1436998;1489234;90;1801;FALSE;"incorrect";"incorrect";"left";"m12";270;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";47381;1436998;1484382;45;1645;FALSE;"hit";"hit";"right";"m12";45;"+";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";102517;1436998;1539525;90;4351;FALSE;"incorrect";"incorrect";"left";"m15";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";107368;1436998;1544369;45;1522;FALSE;"hit";"hit";"right";"m5";315;"-";"noOutlier";0.857142857142857
"id14";3;0;"a";"right";54526;1436998;1491534;135;2669;FALSE;"incorrect";"incorrect";"left";"m5";135;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";112262;1436998;1549271;90;2036;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";114798;1436998;1551807;180;2076;FALSE;"hit";"hit";"right";"m16";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";35533;1436998;1472540;135;2600;FALSE;"hit";"hit";"left";"m2";225;"-";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";38633;1436998;1475641;180;1994;FALSE;"hit";"hit";"left";"m8";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";125472;1436998;1562481;90;6059;FALSE;"hit";"hit";"left";"m15";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";132031;1436998;1569039;135;2724;FALSE;"hit";"hit";"left";"m6";225;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";44030;1436998;1481032;180;2851;FALSE;"hit";"hit";"left";"m7";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";91318;1436998;1528319;45;1299;FALSE;"hit";"hit";"left";"m3";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";93117;1436998;1530125;90;1694;FALSE;"hit";"hit";"left";"m2";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";95311;1436998;1532320;90;3803;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";57695;1436998;1494703;90;2917;FALSE;"hit";"hit";"left";"m15";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";61112;1436998;1498121;135;3642;FALSE;"hit";"hit";"left";"m5";135;"+";"noOutlier";0.857142857142857
"id14";3;0;"a";"right";65254;1436998;1502261;45;3390;FALSE;"incorrect";"incorrect";"left";"m15";315;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";69144;1436998;1506149;45;3894;FALSE;"hit";"hit";"right";"m16";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";73538;1436998;1510539;180;2689;FALSE;"hit";"hit";"right";"m16";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";76727;1436998;1513728;90;2324;FALSE;"hit";"hit";"left";"m8";270;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";79551;1436998;1516554;45;2098;FALSE;"hit";"hit";"right";"m13";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";82149;1436998;1519157;90;2023;FALSE;"hit";"hit";"left";"m13";270;"-";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";84672;1436998;1521673;180;1955;FALSE;"hit";"hit";"left";"m7";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";87127;1436998;1524136;180;3691;FALSE;"hit";"hit";"left";"m12";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";8391;1436998;1445392;135;2308;FALSE;"hit";"hit";"right";"m13";135;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";11199;1436998;1448200;135;2426;FALSE;"hit";"hit";"right";"m8";135;"+";"noOutlier";0.857142857142857
"id14";3;0;"b";"left";14125;1436998;1451129;45;1226;FALSE;"incorrect";"incorrect";"right";"m3";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";99614;1436998;1536616;90;2403;FALSE;"hit";"hit";"right";"m12";270;"-";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";18400;1436998;1455404;180;2415;FALSE;"incorrect";"incorrect";"left";"m4";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";21315;1436998;1458322;45;993;FALSE;"hit";"hit";"left";"m4";315;"-";"noOutlier";0.857142857142857
"id14";3;0;"a";"left";109390;1436998;1546391;135;2372;FALSE;"incorrect";"incorrect";"right";"m15";135;"+";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";24878;1436998;1461887;135;2212;FALSE;"incorrect";"incorrect";"left";"m12";225;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";27590;1436998;1464599;45;1236;FALSE;"hit";"hit";"right";"m4";315;"-";"noOutlier";0.857142857142857
"id14";3;0;"b";"left";29326;1436998;1466327;90;1981;FALSE;"incorrect";"incorrect";"right";"m16";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";31807;1436998;1468809;180;3226;FALSE;"hit";"hit";"right";"m5";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";2950;1436998;1439952;90;1811;FALSE;"hit";"hit";"left";"m4";90;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";5261;1436998;1442262;90;2630;FALSE;"hit";"hit";"right";"m7";270;"-";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";141257;1436998;1578258;135;1514;FALSE;"hit";"hit";"right";"m3";135;"+";"noOutlier";0.857142857142857
"id14";3;0;"a";"right";143271;1436998;1580274;45;2018;FALSE;"incorrect";"incorrect";"left";"m16";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";135255;1436998;1572263;45;1868;FALSE;"hit";"hit";"left";"m5";315;"-";"noOutlier";0.857142857142857
"id14";3;1;"a";"left";15851;1436998;1452859;45;2049;FALSE;"hit";"hit";"left";"m8";315;"-";"noOutlier";0.857142857142857
"id14";3;1;"a";"right";150790;1436998;1587799;90;4236;FALSE;"hit";"hit";"right";"m16";90;"+";"noOutlier";0.857142857142857
"id14";3;0;"b";"left";155526;1436998;1592534;90;4069;FALSE;"incorrect";"incorrect";"right";"m3";90;"+";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";22808;1436998;1459809;180;1570;FALSE;"incorrect";"incorrect";"left";"m5";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"b";"right";147510;1436998;1584519;135;2780;FALSE;"hit";"hit";"right";"m2";225;"-";"noOutlier";0.857142857142857
"id14";3;0;"a";"left";41127;1436998;1478128;180;2403;FALSE;"incorrect";"incorrect";"right";"m14";180;"0";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";160095;1436998;1597103;90;2733;FALSE;"hit";"hit";"left";"m7";270;"-";"noOutlier";0.857142857142857
"id14";3;0;"b";"right";163328;1436998;1600329;135;3219;FALSE;"incorrect";"incorrect";"left";"m12";225;"-";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";137623;1436998;1574630;45;3134;FALSE;"hit";"hit";"left";"m12";45;"+";"noOutlier";0.857142857142857
"id14";3;1;"b";"left";145789;1436998;1582791;45;1221;FALSE;"hit";"hit";"left";"m14";45;"+";"noOutlier";0.857142857142857
"id14";4;1;"a";"right";9894;1616998;1626903;45;1812;FALSE;"hit";"hit";"right";"m13";45;"+";"noOutlier";1
"id14";4;1;"a";"left";5142;1616998;1622151;135;1764;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";1
"id14";4;1;"b";"left";127878;1616998;1744880;135;3691;FALSE;"hit";"hit";"left";"m14";225;"-";"noOutlier";1
"id14";4;0;"a";"right";7406;1616998;1624407;180;1988;FALSE;"incorrect";"incorrect";"left";"m5";180;"0";"noOutlier";1
"id14";4;1;"a";"right";57544;1616998;1674552;135;2219;FALSE;"hit";"hit";"right";"m8";135;"+";"noOutlier";1
"id14";4;0;"b";"right";60263;1616998;1677264;180;3971;FALSE;"incorrect";"incorrect";"left";"m8";180;"0";"noOutlier";1
"id14";4;0;"a";"right";12206;1616998;1629213;90;2943;FALSE;"incorrect";"incorrect";"left";"m8";270;"-";"noOutlier";1
"id14";4;1;"a";"right";68070;1616998;1685071;45;2972;FALSE;"hit";"hit";"right";"m14";45;"+";"noOutlier";1
"id14";4;1;"a";"right";71542;1616998;1688550;90;3052;FALSE;"hit";"hit";"right";"m13";270;"-";"noOutlier";1
"id14";4;1;"b";"right";75094;1616998;1692100;45;2728;FALSE;"hit";"hit";"right";"m15";315;"-";"noOutlier";1
"id14";4;0;"b";"left";78322;1616998;1695329;135;2930;FALSE;"incorrect";"incorrect";"right";"m15";135;"+";"noOutlier";1
"id14";4;1;"b";"right";0;1616998;1617001;90;2666;FALSE;"hit";"hit";"right";"m6";90;"+";"noOutlier";1
"id14";4;1;"b";"left";38785;1616998;1655789;135;1054;FALSE;"hit";"hit";"left";"m13";135;"+";"noOutlier";1
"id14";4;1;"a";"left";40339;1616998;1657341;45;2334;FALSE;"hit";"hit";"left";"m16";45;"+";"noOutlier";1
"id14";4;1;"b";"left";43173;1616998;1660174;135;2221;FALSE;"hit";"hit";"left";"m15";135;"+";"noOutlier";1
"id14";4;1;"b";"right";132069;1616998;1749077;180;1702;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";1
"id14";4;1;"a";"left";134271;1616998;1751272;180;2395;FALSE;"hit";"hit";"left";"m15";180;"0";"noOutlier";1
"id14";4;0;"a";"left";137166;1616998;1754167;45;3876;FALSE;"incorrect";"incorrect";"right";"m7";45;"+";"noOutlier";1
"id14";4;1;"b";"left";15649;1616998;1632653;135;2070;FALSE;"hit";"hit";"left";"m4";225;"-";"noOutlier";1
"id14";4;1;"b";"right";18219;1616998;1635227;90;2344;FALSE;"hit";"hit";"right";"m6";90;"+";"noOutlier";1
"id14";4;1;"b";"left";21063;1616998;1638065;45;2227;FALSE;"hit";"hit";"left";"m8";315;"-";"noOutlier";1
"id14";4;1;"b";"right";23790;1616998;1640791;90;3028;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";1
"id14";4;1;"a";"right";27318;1616998;1644323;135;4809;FALSE;"hit";"hit";"right";"m16";225;"-";"noOutlier";1
"id14";4;1;"a";"right";32627;1616998;1649634;180;3210;FALSE;"hit";"hit";"right";"m6";180;"0";"noOutlier";1
"id14";4;1;"b";"right";36337;1616998;1653343;180;1948;FALSE;"hit";"hit";"right";"m4";180;"0";"noOutlier";1
"id14";4;1;"a";"left";119375;1616998;1736376;90;1147;FALSE;"hit";"hit";"left";"m2";90;"+";"noOutlier";1
"id14";4;1;"b";"left";81752;1616998;1698753;90;1490;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";1
"id14";4;0;"b";"right";83742;1616998;1700751;180;2868;FALSE;"incorrect";"incorrect";"left";"m3";180;"0";"noOutlier";1
"id14";4;1;"b";"left";45894;1616998;1662895;180;2852;FALSE;"hit";"hit";"left";"m2";180;"0";"noOutlier";1
"id14";4;1;"b";"right";49246;1616998;1666255;180;3645;FALSE;"hit";"hit";"right";"m7";180;"0";"noOutlier";1
"id14";4;0;"b";"left";53391;1616998;1670398;135;3653;FALSE;"incorrect";"incorrect";"right";"m16";225;"-";"noOutlier";1
"id14";4;0;"a";"right";93741;1616998;1710750;90;2957;FALSE;"incorrect";"incorrect";"left";"m13";270;"-";"noOutlier";1
"id14";4;1;"a";"left";141542;1616998;1758550;90;1036;FALSE;"hit";"hit";"left";"m7";270;"-";"noOutlier";1
"id14";4;1;"b";"left";143078;1616998;1760085;45;2142;FALSE;"hit";"hit";"left";"m6";45;"+";"noOutlier";1
"id14";4;1;"a";"left";64734;1616998;1681743;45;2836;FALSE;"hit";"hit";"left";"m5";315;"-";"noOutlier";1
"id14";4;1;"a";"right";148544;1616998;1765551;90;2187;FALSE;"hit";"hit";"right";"m6";90;"+";"noOutlier";1
"id14";4;0;"b";"right";151231;1616998;1768234;45;4505;FALSE;"incorrect";"incorrect";"left";"m15";315;"-";"noOutlier";1
"id14";4;0;"a";"left";156236;1616998;1773245;135;1886;FALSE;"incorrect";"incorrect";"right";"m6";225;"-";"noOutlier";1
"id14";4;1;"a";"left";158622;1616998;1775623;135;1140;FALSE;"hit";"hit";"left";"m8";135;"+";"noOutlier";1
"id14";4;1;"b";"left";3166;1616998;1620168;135;1476;FALSE;"hit";"hit";"left";"m13";135;"+";"noOutlier";1
"id14";4;1;"a";"right";126163;1616998;1743164;90;1215;FALSE;"hit";"hit";"right";"m14";90;"+";"noOutlier";1
"id14";4;1;"b";"right";164998;1616998;1782005;180;4655;FALSE;"hit";"hit";"right";"m14";180;"0";"noOutlier";1
"id14";4;1;"a";"left";87110;1616998;1704119;90;3148;FALSE;"hit";"hit";"left";"m16";90;"+";"noOutlier";1
"id14";4;0;"a";"left";90758;1616998;1707759;135;2483;FALSE;"incorrect";"incorrect";"right";"m14";225;"-";"noOutlier";1
"id14";4;1;"a";"right";108886;1616998;1725894;180;1972;FALSE;"hit";"hit";"right";"m13";180;"0";"noOutlier";1
"id14";4;0;"b";"right";97198;1616998;1714206;90;3877;FALSE;"incorrect";"incorrect";"left";"m5";90;"+";"noOutlier";1
"id14";4;0;"a";"left";101575;1616998;1718584;180;4044;FALSE;"incorrect";"incorrect";"right";"m5";180;"0";"noOutlier";1
"id14";4;1;"b";"left";145721;1616998;1762728;135;2323;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";1
"id14";4;1;"a";"left";160262;1616998;1777264;135;883;FALSE;"hit";"hit";"left";"m13";135;"+";"noOutlier";1
"id14";4;1;"b";"right";111358;1616998;1728367;45;2500;FALSE;"hit";"hit";"right";"m6";45;"+";"noOutlier";1
"id14";4;1;"b";"left";114358;1616998;1731359;180;2716;FALSE;"hit";"hit";"left";"m15";180;"0";"noOutlier";1
"id14";4;1;"b";"right";117574;1616998;1734582;45;1301;FALSE;"hit";"hit";"right";"m8";315;"-";"noOutlier";1
"id14";4;1;"b";"left";106119;1616998;1723120;45;2267;FALSE;"hit";"hit";"left";"m5";315;"-";"noOutlier";1
"id14";4;0;"b";"left";161645;1616998;1778646;180;2853;FALSE;"incorrect";"incorrect";"right";"m15";180;"0";"noOutlier";1
"id14";4;1;"b";"left";123615;1616998;1740619;90;2048;FALSE;"hit";"hit";"left";"m8";270;"-";"noOutlier";1
"id14";4;1;"a";"left";121022;1616998;1738023;45;2093;FALSE;"hit";"hit";"left";"m15";315;"-";"noOutlier";1
"id39";1;1;"a";"left";119496;924858;1044357;90;2924;FALSE;"hit";"hit";"left";"m13";270;"-";"noOutlier";0.571428571428571
"id39";1;1;"b";"left";15768;924858;940636;135;1813;FALSE;"hit";"hit";"left";"m4";135;"+";"noOutlier";0.571428571428571
