"ID";"step";"correct";"orientation";"response";"startTimeOfStimulus";"startTimeOfSubBlock";"time_Stimulus";"deg";"reactionTime";"outlier";"type";"typeOutlier";"correctSide";"modelNumber";"originalDegrees";"direction";"outlierPhys";"relativeResistance"
"id36";3;1;"a";"right";149494;1551740;1701237;180;1556;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";151550;1551740;1703293;135;5149;FALSE;"hit";"hit";"right";"m2";225;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";157199;1551740;1708945;45;2473;FALSE;"hit";"hit";"right";"m3";315;"-";"noOutlier";0.933333333333333
"id36";3;1;"a";"left";160172;1551740;1711923;90;4471;FALSE;"hit";"hit";"left";"m12";90;"+";"noOutlier";0.933333333333333
"id36";3;1;"a";"right";109319;1551740;1661062;135;2884;FALSE;"hit";"hit";"right";"m7";225;"-";"noOutlier";0.933333333333333
"id36";3;1;"a";"right";50383;1551740;1602134;135;3868;FALSE;"hit";"hit";"right";"m15";225;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";54751;1551740;1606494;45;1828;FALSE;"hit";"hit";"right";"m15";315;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"left";57079;1551740;1608822;90;1651;FALSE;"hit";"hit";"left";"m5";90;"+";"noOutlier";0.933333333333333
"id36";3;0;"a";"right";59230;1551740;1610974;180;8244;FALSE;"incorrect";"incorrect";"left";"m15";180;"0";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";67974;1551740;1619717;90;5620;FALSE;"hit";"hit";"right";"m16";90;"+";"noOutlier";0.933333333333333
"id36";3;1;"b";"left";74094;1551740;1625843;135;1919;FALSE;"hit";"hit";"left";"m6";225;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";76513;1551740;1628256;45;3122;FALSE;"hit";"hit";"right";"m2";45;"+";"noOutlier";0.933333333333333
"id36";3;1;"b";"left";80135;1551740;1631879;90;2835;FALSE;"hit";"hit";"left";"m8";270;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"left";83470;1551740;1635216;45;7746;FALSE;"hit";"hit";"left";"m8";45;"+";"noOutlier";0.933333333333333
"id36";3;1;"a";"left";91716;1551740;1643459;90;7846;FALSE;"hit";"hit";"left";"m8";270;"-";"noOutlier";0.933333333333333
"id36";3;1;"a";"right";100062;1551740;1651814;45;4044;FALSE;"hit";"hit";"right";"m12";315;"-";"noOutlier";0.933333333333333
"id36";3;1;"b";"right";104606;1551740;1656357;180;4213;FALSE;"hit";"hit";"right";"m4";180;"0";"noOutlier";0.933333333333333
"id36";3;1;"a";"left";112703;1551740;1664446;180;1540;FALSE;"hit";"hit";"left";"m16";180;"0";"noOutlier";0.933333333333333
"id36";3;1;"a";"left";114743;1551740;1666487;90;1715;FALSE;"hit";"hit";"left";"m2";90;"+";"noOutlier";0.933333333333333
"id36";4;1;"a";"right";0;1731740;1731743;180;4707;FALSE;"hit";"hit";"right";"m3";180;"0";"noOutlier";1
"id36";4;1;"b";"left";10310;1731740;1742054;180;3292;FALSE;"hit";"hit";"left";"m14";180;"0";"noOutlier";1
"id36";4;0;"a";"left";14102;1731740;1745853;135;4205;FALSE;"incorrect";"incorrect";"right";"m8";135;"+";"noOutlier";1
"id36";4;1;"b";"right";18807;1731740;1750553;180;4921;FALSE;"hit";"hit";"right";"m13";180;"0";"noOutlier";1
"id36";4;1;"a";"right";24228;1731740;1755971;45;2350;FALSE;"hit";"hit";"right";"m15";315;"-";"noOutlier";1
"id36";4;0;"b";"right";27078;1731740;1758822;90;884;FALSE;"incorrect";"incorrect";"left";"m8";270;"-";"noOutlier";1
"id36";4;0;"b";"left";28462;1731740;1760205;180;1204;FALSE;"incorrect";"incorrect";"right";"m7";180;"0";"noOutlier";1
"id36";4;1;"a";"right";30167;1731740;1761917;45;1908;FALSE;"hit";"hit";"right";"m12";315;"-";"noOutlier";1
"id36";4;1;"a";"right";32575;1731740;1764321;90;3001;FALSE;"hit";"hit";"right";"m3";270;"-";"noOutlier";1
"id36";4;1;"b";"right";36076;1731740;1767819;180;3406;FALSE;"hit";"hit";"right";"m6";180;"0";"noOutlier";1
"id36";4;1;"a";"left";39982;1731740;1771725;90;2789;FALSE;"hit";"hit";"left";"m5";90;"+";"noOutlier";1
"id36";4;0;"a";"left";43271;1731740;1775014;135;6644;FALSE;"incorrect";"incorrect";"right";"m2";225;"-";"noOutlier";1
"id36";4;1;"a";"left";5207;1731740;1736958;45;2340;FALSE;"hit";"hit";"left";"m4";315;"-";"noOutlier";1
"id36";4;1;"a";"right";8047;1731740;1739790;90;1763;FALSE;"hit";"hit";"right";"m7";270;"-";"noOutlier";1
"id36";4;1;"b";"right";53438;1731740;1785182;135;1860;FALSE;"hit";"hit";"right";"m4";225;"-";"noOutlier";1
"id36";4;1;"b";"right";55798;1731740;1787541;180;4053;FALSE;"hit";"hit";"right";"m15";180;"0";"noOutlier";1
"id36";4;0;"a";"right";60351;1731740;1792102;180;3084;FALSE;"incorrect";"incorrect";"left";"m7";180;"0";"noOutlier";1
"id36";4;1;"b";"left";63935;1731740;1795685;90;2261;FALSE;"hit";"hit";"left";"m13";270;"-";"noOutlier";1
"id36";4;1;"b";"right";66696;1731740;1798445;180;3540;FALSE;"hit";"hit";"right";"m16";180;"0";"noOutlier";1
"id36";4;1;"a";"right";70736;1731740;1802480;90;3970;FALSE;"hit";"hit";"right";"m13";270;"-";"noOutlier";1
"id36";4;0;"a";"right";75206;1731740;1806949;180;1997;FALSE;"incorrect";"incorrect";"left";"m5";180;"0";"noOutlier";1
"id36";4;1;"a";"right";77703;1731740;1809447;90;2011;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";1
"id36";4;1;"b";"left";80214;1731740;1811965;180;1245;FALSE;"hit";"hit";"left";"m16";180;"0";"noOutlier";1
"id36";4;1;"a";"left";81959;1731740;1813703;135;8083;FALSE;"hit";"hit";"left";"m2";225;"-";"noOutlier";1
"id36";4;1;"a";"left";90542;1731740;1822285;135;6444;FALSE;"hit";"hit";"left";"m8";135;"+";"noOutlier";1
"id36";4;0;"b";"x";97486;1731740;1829229;45;1668;FALSE;"incorrect";"incorrect";"right";"m4";315;"-";"noOutlier";1
"id36";4;1;"a";"left";50415;1731740;1782158;135;2523;FALSE;"hit";"hit";"left";"m13";225;"-";"noOutlier";1
"id44";1;0;"b";"right";8974;1304948;1313925;90;2774;FALSE;"incorrect";"incorrect";"left";"m12";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"b";"left";12248;1304948;1317201;135;2793;FALSE;"incorrect";"incorrect";"right";"m15";225;"-";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";15541;1304948;1320495;90;2700;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";18741;1304948;1323692;45;1519;FALSE;"hit";"hit";"right";"m5";315;"-";"noOutlier";0.490909090909091
"id44";1;1;"b";"right";20760;1304948;1325714;45;1385;FALSE;"hit";"hit";"right";"m6";315;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";22645;1304948;1327604;45;1918;FALSE;"hit";"hit";"right";"m2";315;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";25063;1304948;1330014;90;1653;FALSE;"hit";"hit";"right";"m4";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";27216;1304948;1332167;90;2468;FALSE;"hit";"hit";"right";"m14";90;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";30184;1304948;1335143;45;1395;FALSE;"hit";"hit";"left";"m15";45;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";32079;1304948;1337030;90;3035;FALSE;"hit";"hit";"right";"m15";270;"-";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";35614;1304948;1340565;180;2117;FALSE;"incorrect";"incorrect";"right";"m4";180;"0";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";38231;1304948;1343190;90;3333;FALSE;"incorrect";"incorrect";"right";"m12";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"a";"right";42064;1304948;1347022;180;3053;FALSE;"incorrect";"incorrect";"left";"m13";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";45617;1304948;1350574;90;2453;FALSE;"hit";"hit";"left";"m6";270;"-";"noOutlier";0.490909090909091
"id44";1;0;"a";"right";48570;1304948;1353521;45;3442;FALSE;"incorrect";"incorrect";"left";"m2";315;"-";"noOutlier";0.490909090909091
"id44";1;0;"b";"left";52512;1304948;1357469;180;3462;FALSE;"incorrect";"incorrect";"right";"m14";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";56474;1304948;1361428;180;4518;FALSE;"hit";"hit";"right";"m3";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";61492;1304948;1366450;90;3993;FALSE;"hit";"hit";"right";"m8";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";65985;1304948;1370944;90;3043;FALSE;"hit";"hit";"right";"m3";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";69528;1304948;1374479;180;3340;FALSE;"hit";"hit";"right";"m6";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";73368;1304948;1378327;90;2108;FALSE;"hit";"hit";"left";"m13";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"b";"right";75976;1304948;1380935;135;4035;FALSE;"incorrect";"incorrect";"left";"m8";135;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";80511;1304948;1385469;90;2846;FALSE;"hit";"hit";"left";"m5";90;"+";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";83857;1304948;1388809;180;2082;FALSE;"hit";"hit";"left";"m14";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";86439;1304948;1391390;135;2476;FALSE;"hit";"hit";"right";"m12";135;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";0;1304948;1304952;90;3538;FALSE;"hit";"hit";"right";"m6";270;"-";"noOutlier";0.490909090909091
"id44";1;0;"b";"left";4039;1304948;1308992;45;4435;FALSE;"incorrect";"incorrect";"right";"m15";45;"+";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";139424;1304948;1444375;135;4987;FALSE;"incorrect";"incorrect";"right";"m15";225;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";144911;1304948;1449862;135;4133;FALSE;"hit";"hit";"right";"m7";135;"+";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";149544;1304948;1454501;90;2990;FALSE;"incorrect";"incorrect";"right";"m4";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";153034;1304948;1457993;90;3169;FALSE;"hit";"hit";"left";"m14";90;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";156703;1304948;1461662;90;2821;FALSE;"hit";"hit";"right";"m13";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";160024;1304948;1464982;180;4237;FALSE;"incorrect";"incorrect";"right";"m12";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"right";164761;1304948;1469717;90;4757;FALSE;"hit";"hit";"right";"m7";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";115592;1304948;1420546;135;2905;FALSE;"hit";"hit";"right";"m13";225;"-";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";118997;1304948;1423955;90;4824;FALSE;"hit";"hit";"left";"m5";90;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";124321;1304948;1429280;180;4235;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";129056;1304948;1434010;180;2233;FALSE;"hit";"hit";"left";"m13";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"right";131789;1304948;1436747;45;1760;FALSE;"hit";"hit";"right";"m14";315;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";89415;1304948;1394374;45;1821;FALSE;"hit";"hit";"left";"m5";315;"-";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";91736;1304948;1396692;90;3230;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"a";"left";95466;1304948;1400418;180;2545;FALSE;"incorrect";"incorrect";"right";"m13";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";98511;1304948;1403462;90;2924;FALSE;"hit";"hit";"left";"m12";90;"+";"noOutlier";0.490909090909091
"id44";1;0;"b";"left";101935;1304948;1406894;135;3333;FALSE;"incorrect";"incorrect";"right";"m12";135;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"left";105768;1304948;1410720;45;1659;FALSE;"hit";"hit";"left";"m16";45;"+";"noOutlier";0.490909090909091
"id44";1;0;"b";"left";107927;1304948;1412878;135;4076;FALSE;"incorrect";"incorrect";"right";"m2";135;"+";"noOutlier";0.490909090909091
"id44";1;1;"a";"right";112503;1304948;1417462;90;2589;FALSE;"hit";"hit";"right";"m7";270;"-";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";134049;1304948;1439003;180;2312;FALSE;"hit";"hit";"left";"m4";180;"0";"noOutlier";0.490909090909091
"id44";1;1;"b";"left";136861;1304948;1441819;45;2063;FALSE;"hit";"hit";"left";"m14";315;"-";"noOutlier";0.490909090909091
"id44";2;0;"a";"right";1945;1484948;1486896;180;5459;FALSE;"incorrect";"incorrect";"left";"m5";180;"0";"noOutlier";0.6
"id44";2;1;"b";"left";13961;1484948;1498918;135;3628;FALSE;"hit";"hit";"left";"m8";135;"+";"noOutlier";0.6
"id44";2;1;"a";"right";18089;1484948;1503040;90;3155;FALSE;"hit";"hit";"right";"m2";90;"+";"noOutlier";0.6
"id44";2;1;"b";"left";7904;1484948;1492855;180;3539;FALSE;"hit";"hit";"left";"m7";180;"0";"noOutlier";0.6
"id44";2;1;"b";"left";11944;1484948;1496901;90;1517;FALSE;"hit";"hit";"left";"m3";270;"-";"noOutlier";0.6
"id44";2;1;"b";"left";26370;1484948;1511329;90;2882;FALSE;"hit";"hit";"left";"m4";270;"-";"noOutlier";0.6
"id44";2;0;"a";"left";29752;1484948;1514710;90;3308;FALSE;"incorrect";"incorrect";"right";"m15";270;"-";"noOutlier";0.6
"id44";2;1;"b";"right";33560;1484948;1518511;45;3132;FALSE;"hit";"hit";"right";"m7";45;"+";"noOutlier";0.6
"id44";2;1;"b";"left";37192;1484948;1522144;45;1731;FALSE;"hit";"hit";"left";"m2";315;"-";"noOutlier";0.6
"id44";2;1;"a";"left";39423;1484948;1524374;180;2125;FALSE;"hit";"hit";"left";"m13";180;"0";"noOutlier";0.6
"id44";2;1;"a";"left";42048;1484948;1527006;90;3124;FALSE;"hit";"hit";"left";"m5";90;"+";"noOutlier";0.6
"id44";2;1;"a";"right";45672;1484948;1530630;180;2052;FALSE;"hit";"hit";"right";"m6";180;"0";"noOutlier";0.6
"id44";2;0;"a";"right";48224;1484948;1533175;135;2004;FALSE;"incorrect";"incorrect";"left";"m6";225;"-";"noOutlier";0.6
"id44";2;1;"a";"left";50728;1484948;1535687;180;2843;FALSE;"hit";"hit";"left";"m7";180;"0";"noOutlier";0.6
"id44";2;1;"b";"left";54071;1484948;1539025;45;2058;FALSE;"hit";"hit";"left";"m7";45;"+";"noOutlier";0.6
"id44";2;1;"a";"right";56629;1484948;1541581;180;1477;FALSE;"hit";"hit";"right";"m13";180;"0";"noOutlier";0.6
"id44";2;1;"a";"left";21744;1484948;1506695;45;1323;FALSE;"hit";"hit";"left";"m4";315;"-";"noOutlier";0.6
"id44";2;1;"b";"right";23567;1484948;1508525;135;2302;FALSE;"hit";"hit";"right";"m6";225;"-";"noOutlier";0.6
"id44";2;0;"b";"right";107256;1484948;1592212;135;2670;FALSE;"incorrect";"incorrect";"left";"m7";135;"+";"noOutlier";0.6
"id44";2;0;"b";"left";110426;1484948;1595385;90;3698;FALSE;"incorrect";"incorrect";"right";"m14";90;"+";"noOutlier";0.6
"id44";2;1;"b";"left";114624;1484948;1599575;135;2531;FALSE;"hit";"hit";"left";"m14";225;"-";"noOutlier";0.6
"id44";2;1;"a";"left";117655;1484948;1602613;45;2669;FALSE;"hit";"hit";"left";"m8";315;"-";"noOutlier";0.6
"id44";2;1;"b";"left";120824;1484948;1605783;135;2244;FALSE;"hit";"hit";"left";"m12";135;"+";"noOutlier";0.6
"id44";2;0;"a";"right";123568;1484948;1608527;45;2212;FALSE;"incorrect";"incorrect";"left";"m12";315;"-";"noOutlier";0.6
"id44";2;1;"b";"right";126280;1484948;1611231;180;4196;FALSE;"hit";"hit";"right";"m15";180;"0";"noOutlier";0.6
"id44";2;0;"a";"left";130976;1484948;1615930;135;3593;FALSE;"incorrect";"incorrect";"right";"m8";135;"+";"noOutlier";0.6
"id44";2;1;"b";"left";135069;1484948;1620027;180;1616;FALSE;"hit";"hit";"left";"m3";180;"0";"noOutlier";0.6
"id44";2;1;"a";"right";137185;1484948;1622136;90;2042;FALSE;"hit";"hit";"right";"m14";90;"+";"noOutlier";0.6
"id44";2;1;"b";"right";139727;1484948;1624678;90;2212;FALSE;"hit";"hit";"right";"m6";270;"-";"noOutlier";0.6
"id44";2;0;"b";"left";142439;1484948;1627392;90;3298;FALSE;"incorrect";"incorrect";"right";"m12";90;"+";"noOutlier";0.6
"id44";2;1;"b";"left";146237;1484948;1631188;45;1622;FALSE;"hit";"hit";"left";"m2";315;"-";"noOutlier";0.6
"id44";2;1;"a";"right";148359;1484948;1633318;45;1637;FALSE;"hit";"hit";"right";"m5";315;"-";"noOutlier";0.6
"id44";2;1;"b";"right";150496;1484948;1635452;45;1654;FALSE;"hit";"hit";"right";"m3";315;"-";"noOutlier";0.6
"id44";2;0;"b";"right";152650;1484948;1637609;135;3554;FALSE;"incorrect";"incorrect";"left";"m7";135;"+";"noOutlier";0.6
"id44";2;0;"a";"right";156704;1484948;1641656;90;2738;FALSE;"incorrect";"incorrect";"left";"m16";90;"+";"noOutlier";0.6
"id44";2;0;"a";"left";159942;1484948;1644901;90;2885;FALSE;"incorrect";"incorrect";"right";"m3";270;"-";"noOutlier";0.6
"id44";2;1;"a";"right";163327;1484948;1648278;180;3379;FALSE;"hit";"hit";"right";"m4";180;"0";"noOutlier";0.6
"id44";2;0;"a";"left";71897;1484948;1556855;135;1858;FALSE;"incorrect";"incorrect";"right";"m14";225;"-";"noOutlier";0.6
"id44";2;1;"a";"left";74255;1484948;1559214;45;2300;FALSE;"hit";"hit";"left";"m3";315;"-";"noOutlier";0.6
"id44";2;1;"a";"left";77055;1484948;1562006;90;3548;FALSE;"hit";"hit";"left";"m13";90;"+";"noOutlier";0.6
"id44";2;1;"a";"right";81103;1484948;1566054;45;2525;FALSE;"hit";"hit";"right";"m16";45;"+";"noOutlier";0.6
"id44";2;1;"a";"right";84128;1484948;1569079;90;2322;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.6
"id44";2;1;"a";"left";86950;1484948;1571908;135;3471;FALSE;"hit";"hit";"left";"m2";135;"+";"noOutlier";0.6
"id44";2;0;"a";"left";90921;1484948;1575874;180;4569;FALSE;"incorrect";"incorrect";"right";"m6";180;"0";"noOutlier";0.6
"id44";2;0;"b";"left";95991;1484948;1580949;180;3566;FALSE;"incorrect";"incorrect";"right";"m5";180;"0";"noOutlier";0.6
"id44";2;1;"b";"right";58606;1484948;1543560;45;1731;FALSE;"hit";"hit";"right";"m3";315;"-";"noOutlier";0.6
"id44";2;1;"a";"left";60837;1484948;1545794;180;2448;FALSE;"hit";"hit";"left";"m2";180;"0";"noOutlier";0.6
"id44";2;1;"a";"right";63785;1484948;1548736;90;2083;FALSE;"hit";"hit";"right";"m12";90;"+";"noOutlier";0.6
"id44";2;1;"a";"right";66368;1484948;1551327;90;2044;FALSE;"hit";"hit";"right";"m7";270;"-";"noOutlier";0.6
"id44";2;0;"a";"left";68912;1484948;1553870;135;2485;FALSE;"incorrect";"incorrect";"right";"m6";225;"-";"noOutlier";0.6
"id44";2;1;"b";"right";100057;1484948;1585016;90;3018;FALSE;"hit";"hit";"right";"m6";270;"-";"noOutlier";0.6
"id44";2;1;"b";"right";103575;1484948;1588526;135;3181;FALSE;"hit";"hit";"right";"m2";135;"+";"noOutlier";0.6
"id44";3;1;"a";"right";6632;1664948;1671590;135;4389;FALSE;"hit";"hit";"right";"m12";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";11521;1664948;1676472;135;4307;FALSE;"hit";"hit";"left";"m3";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";0;1664948;1664951;180;3187;FALSE;"hit";"hit";"right";"m8";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";3687;1664948;1668638;135;2444;FALSE;"hit";"hit";"right";"m8";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";22895;1664948;1687852;45;2335;FALSE;"hit";"hit";"left";"m8";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";25730;1664948;1690689;180;4370;FALSE;"hit";"hit";"left";"m15";180;"0";"noOutlier";0.709090909090909
"id44";3;0;"b";"left";16328;1664948;1681279;135;2907;FALSE;"incorrect";"incorrect";"right";"m3";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";19735;1664948;1684694;180;2660;FALSE;"hit";"hit";"left";"m2";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";71416;1664948;1736374;135;1437;FALSE;"hit";"hit";"right";"m2";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";73353;1664948;1738312;90;3059;FALSE;"hit";"hit";"left";"m12";90;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";76912;1664948;1741863;180;2188;FALSE;"hit";"hit";"right";"m12";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";79600;1664948;1744559;45;1819;FALSE;"hit";"hit";"right";"m13";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";81919;1664948;1746877;90;3198;FALSE;"hit";"hit";"right";"m5";90;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";85617;1664948;1750570;135;4089;FALSE;"hit";"hit";"right";"m16";225;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";90206;1664948;1755157;45;1542;FALSE;"hit";"hit";"left";"m16";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";92248;1664948;1757199;45;2363;FALSE;"hit";"hit";"left";"m12";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";95111;1664948;1760062;135;2955;FALSE;"hit";"hit";"left";"m7";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";98566;1664948;1763517;135;2565;FALSE;"hit";"hit";"right";"m3";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";101631;1664948;1766584;135;2330;FALSE;"hit";"hit";"left";"m12";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";104461;1664948;1769412;45;2782;FALSE;"hit";"hit";"right";"m6";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";107743;1664948;1772696;180;4155;FALSE;"hit";"hit";"left";"m15";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";112398;1664948;1777356;90;3894;FALSE;"hit";"hit";"left";"m7";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";116792;1664948;1781744;90;2803;FALSE;"hit";"hit";"left";"m4";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";120095;1664948;1785054;90;2525;FALSE;"hit";"hit";"right";"m14";90;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";123120;1664948;1788071;135;2371;FALSE;"hit";"hit";"left";"m13";225;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";125991;1664948;1790943;45;1075;FALSE;"hit";"hit";"right";"m14";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";127566;1664948;1792518;135;2500;FALSE;"hit";"hit";"right";"m12";135;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";130566;1664948;1795517;180;3006;FALSE;"hit";"hit";"left";"m3";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";134072;1664948;1799023;45;1427;FALSE;"hit";"hit";"left";"m13";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";135999;1664948;1800951;45;1475;FALSE;"hit";"hit";"left";"m15";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";137974;1664948;1802928;90;3618;FALSE;"hit";"hit";"left";"m3";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";142092;1664948;1807050;45;1592;FALSE;"hit";"hit";"left";"m7";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";144184;1664948;1809135;45;1628;FALSE;"hit";"hit";"left";"m6";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";30600;1664948;1695558;45;1821;FALSE;"hit";"hit";"right";"m6";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";32921;1664948;1697872;180;3075;FALSE;"hit";"hit";"right";"m14";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";36496;1664948;1701450;135;3056;FALSE;"hit";"hit";"left";"m15";225;"-";"noOutlier";0.709090909090909
"id44";3;0;"a";"left";40052;1664948;1705010;90;1569;FALSE;"incorrect";"incorrect";"right";"m6";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";42121;1664948;1707075;45;1390;FALSE;"hit";"hit";"left";"m4";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";44011;1664948;1708969;135;2937;FALSE;"hit";"hit";"left";"m5";225;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";47448;1664948;1712407;45;1748;FALSE;"hit";"hit";"left";"m13";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";49696;1664948;1714655;180;1628;FALSE;"hit";"hit";"right";"m13";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";51824;1664948;1716783;45;1828;FALSE;"hit";"hit";"right";"m8";315;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";54152;1664948;1719110;180;2428;FALSE;"hit";"hit";"right";"m2";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";57080;1664948;1722031;45;3523;FALSE;"hit";"hit";"left";"m7";45;"+";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";61103;1664948;1726061;135;2733;FALSE;"hit";"hit";"right";"m5";225;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"left";64336;1664948;1729287;180;1884;FALSE;"hit";"hit";"left";"m2";180;"0";"noOutlier";0.709090909090909
"id44";3;0;"b";"left";66720;1664948;1731679;90;2156;FALSE;"incorrect";"incorrect";"right";"m7";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"a";"right";69376;1664948;1734335;90;1540;FALSE;"hit";"hit";"right";"m13";90;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";149609;1664948;1814561;90;3090;FALSE;"hit";"hit";"left";"m3";270;"-";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";153199;1664948;1818157;180;4077;FALSE;"hit";"hit";"right";"m4";180;"0";"noOutlier";0.709090909090909
"id44";3;0;"b";"right";157776;1664948;1822727;180;2531;FALSE;"incorrect";"incorrect";"left";"m12";180;"0";"noOutlier";0.709090909090909
"id44";3;1;"b";"right";160807;1664948;1825761;90;3874;FALSE;"hit";"hit";"right";"m16";90;"+";"noOutlier";0.709090909090909
"id44";3;1;"a";"left";146312;1664948;1811263;45;2796;FALSE;"hit";"hit";"left";"m2";315;"-";"noOutlier";0.709090909090909
"id44";4;0;"b";"right";49360;1844948;1894319;90;2652;FALSE;"incorrect";"incorrect";"left";"m8";270;"-";"noOutlier";0.818181818181818
